candidate_id	species	material_key	context_length	eligible_nonoverlap_windows	eligible	status
91a6c657f1069f3c	Phaseolus acutifolius	frijolbayo	32768	15080	True	ELIGIBLE
91a6c657f1069f3c	Phaseolus acutifolius	frijolbayo	65536	7388	True	ELIGIBLE
91a6c657f1069f3c	Phaseolus acutifolius	frijolbayo	131072	3578	True	ELIGIBLE
91a6c657f1069f3c	Phaseolus acutifolius	frijolbayo	262144	1727	True	ELIGIBLE
96468b4838f74d0d	Glycine max	enrei	1024	954859	True	ELIGIBLE
96468b4838f74d0d	Glycine max	enrei	8192	119300	True	ELIGIBLE
96468b4838f74d0d	Glycine max	enrei	32768	29772	True	ELIGIBLE
96468b4838f74d0d	Glycine max	enrei	65536	14852	True	ELIGIBLE
96468b4838f74d0d	Glycine max	enrei	131072	7388	True	ELIGIBLE
96468b4838f74d0d	Glycine max	enrei	262144	3659	True	ELIGIBLE
98cf7f6c3f3626e4	Glycine max	zh13	1024	958908	True	ELIGIBLE
98cf7f6c3f3626e4	Glycine max	zh13	8192	119420	True	ELIGIBLE
98cf7f6c3f3626e4	Glycine max	zh13	32768	29479	True	ELIGIBLE
98cf7f6c3f3626e4	Glycine max	zh13	65536	14474	True	ELIGIBLE
98cf7f6c3f3626e4	Glycine max	zh13	131072	7026	True	ELIGIBLE
98cf7f6c3f3626e4	Glycine max	zh13	262144	3349	True	ELIGIBLE
9ae82c2a17244c72	Lens culinaris	cdcredberry	1024	3404858	True	ELIGIBLE
9ae82c2a17244c72	Lens culinaris	cdcredberry	8192	423566	True	ELIGIBLE
9ae82c2a17244c72	Lens culinaris	cdcredberry	32768	104134	True	ELIGIBLE
9ae82c2a17244c72	Lens culinaris	cdcredberry	65536	50913	True	ELIGIBLE
9ae82c2a17244c72	Lens culinaris	cdcredberry	131072	24329	True	ELIGIBLE
9ae82c2a17244c72	Lens culinaris	cdcredberry	262144	11030	True	ELIGIBLE
9db5866248855507	Glycine max	peking	1024	973530	True	ELIGIBLE
9db5866248855507	Glycine max	peking	8192	121584	True	ELIGIBLE
9db5866248855507	Glycine max	peking	32768	30308	True	ELIGIBLE
9db5866248855507	Glycine max	peking	65536	15094	True	ELIGIBLE
9db5866248855507	Glycine max	peking	131072	7484	True	ELIGIBLE
9db5866248855507	Glycine max	peking	262144	3673	True	ELIGIBLE
9fabec0202ef64df	Glycine max	himeshirazu	1024	955090	True	ELIGIBLE
9fabec0202ef64df	Glycine max	himeshirazu	8192	119195	True	ELIGIBLE
9fabec0202ef64df	Glycine max	himeshirazu	32768	29623	True	ELIGIBLE
9fabec0202ef64df	Glycine max	himeshirazu	65536	14684	True	ELIGIBLE
9fabec0202ef64df	Glycine max	himeshirazu	131072	7220	True	ELIGIBLE
9fabec0202ef64df	Glycine max	himeshirazu	262144	3504	True	ELIGIBLE
a1031c671efeadfc	Glycine max	shishengchangye	1024	970904	True	ELIGIBLE
a1031c671efeadfc	Glycine max	shishengchangye	8192	121147	True	ELIGIBLE
a1031c671efeadfc	Glycine max	shishengchangye	32768	30086	True	ELIGIBLE
a1031c671efeadfc	Glycine max	shishengchangye	65536	14931	True	ELIGIBLE
a1031c671efeadfc	Glycine max	shishengchangye	131072	7414	True	ELIGIBLE
a1031c671efeadfc	Glycine max	shishengchangye	262144	3675	True	ELIGIBLE
a427b3f85dfe3573	Cajanus cajan	icpl87119	1024	481681	True	ELIGIBLE
a427b3f85dfe3573	Cajanus cajan	icpl87119	8192	46030	True	ELIGIBLE
a427b3f85dfe3573	Cajanus cajan	icpl87119	32768	4046	True	ELIGIBLE
a427b3f85dfe3573	Cajanus cajan	icpl87119	65536	424	True	ELIGIBLE
a427b3f85dfe3573	Cajanus cajan	icpl87119	131072	6	True	ELIGIBLE
a427b3f85dfe3573	Cajanus cajan	icpl87119	262144	0	False	INELIGIBLE_LENGTH_SPECIFIC
a8412af2ff4cd5ed	Glycine max	handouno5	1024	961051	True	ELIGIBLE
a8412af2ff4cd5ed	Glycine max	handouno5	8192	119955	True	ELIGIBLE
a8412af2ff4cd5ed	Glycine max	handouno5	32768	29820	True	ELIGIBLE
a8412af2ff4cd5ed	Glycine max	handouno5	65536	14807	True	ELIGIBLE
a8412af2ff4cd5ed	Glycine max	handouno5	131072	7361	True	ELIGIBLE
a8412af2ff4cd5ed	Glycine max	handouno5	262144	3648	True	ELIGIBLE
a9c8f2b6edacea6d	Phaseolus vulgaris	ui111	1024	534711	True	ELIGIBLE
a9c8f2b6edacea6d	Phaseolus vulgaris	ui111	8192	66781	True	ELIGIBLE
a9c8f2b6edacea6d	Phaseolus vulgaris	ui111	32768	16644	True	ELIGIBLE
a9c8f2b6edacea6d	Phaseolus vulgaris	ui111	65536	8289	True	ELIGIBLE
a9c8f2b6edacea6d	Phaseolus vulgaris	ui111	131072	4111	True	ELIGIBLE
a9c8f2b6edacea6d	Phaseolus vulgaris	ui111	262144	2030	True	ELIGIBLE
aacea7c6039184ef	Glycine max	wenfeng7iga1001	1024	963588	True	ELIGIBLE
aacea7c6039184ef	Glycine max	wenfeng7iga1001	8192	119444	True	ELIGIBLE
aacea7c6039184ef	Glycine max	wenfeng7iga1001	32768	28963	True	ELIGIBLE
aacea7c6039184ef	Glycine max	wenfeng7iga1001	65536	13883	True	ELIGIBLE
aacea7c6039184ef	Glycine max	wenfeng7iga1001	131072	6481	True	ELIGIBLE
aacea7c6039184ef	Glycine max	wenfeng7iga1001	262144	2914	True	ELIGIBLE
abec76950f46db19	Medicago truncatula	a17	1024	415452	True	ELIGIBLE
abec76950f46db19	Medicago truncatula	a17	8192	51916	True	ELIGIBLE
abec76950f46db19	Medicago truncatula	a17	32768	12965	True	ELIGIBLE
abec76950f46db19	Medicago truncatula	a17	65536	6474	True	ELIGIBLE
abec76950f46db19	Medicago truncatula	a17	131072	3228	True	ELIGIBLE
abec76950f46db19	Medicago truncatula	a17	262144	1605	True	ELIGIBLE
ae8f30e37611692d	Glycine max	tiefengno18	1024	968035	True	ELIGIBLE
ae8f30e37611692d	Glycine max	tiefengno18	8192	120913	True	ELIGIBLE
ae8f30e37611692d	Glycine max	tiefengno18	32768	30152	True	ELIGIBLE
ae8f30e37611692d	Glycine max	tiefengno18	65536	15017	True	ELIGIBLE
ae8f30e37611692d	Glycine max	tiefengno18	131072	7475	True	ELIGIBLE
ae8f30e37611692d	Glycine max	tiefengno18	262144	3711	True	ELIGIBLE
b3fb81d3f6b365ee	Arachis hypogaea	baileyii	1024	2471846	True	ELIGIBLE
b3fb81d3f6b365ee	Arachis hypogaea	baileyii	8192	308711	True	ELIGIBLE
b3fb81d3f6b365ee	Arachis hypogaea	baileyii	32768	76967	True	ELIGIBLE
b3fb81d3f6b365ee	Arachis hypogaea	baileyii	65536	38330	True	ELIGIBLE
b3fb81d3f6b365ee	Arachis hypogaea	baileyii	131072	19035	True	ELIGIBLE
b3fb81d3f6b365ee	Arachis hypogaea	baileyii	262144	9423	True	ELIGIBLE
b503a63d15d33fea	Glycine max	juxuanno23	1024	963132	True	ELIGIBLE
b503a63d15d33fea	Glycine max	juxuanno23	8192	120277	True	ELIGIBLE
b503a63d15d33fea	Glycine max	juxuanno23	32768	29965	True	ELIGIBLE
b503a63d15d33fea	Glycine max	juxuanno23	65536	14912	True	ELIGIBLE
b503a63d15d33fea	Glycine max	juxuanno23	131072	7412	True	ELIGIBLE
b503a63d15d33fea	Glycine max	juxuanno23	262144	3679	True	ELIGIBLE
bb5dcc92012e8623	Glycine max	tongshantianedan	1024	973849	True	ELIGIBLE
bb5dcc92012e8623	Glycine max	tongshantianedan	8192	121555	True	ELIGIBLE
bb5dcc92012e8623	Glycine max	tongshantianedan	32768	30238	True	ELIGIBLE
bb5dcc92012e8623	Glycine max	tongshantianedan	65536	15024	True	ELIGIBLE
bb5dcc92012e8623	Glycine max	tongshantianedan	131072	7464	True	ELIGIBLE
bb5dcc92012e8623	Glycine max	tongshantianedan	262144	3697	True	ELIGIBLE
bf8095e2d8c1826f	Arachis hypogaea	tifrunner	1024	2473442	True	ELIGIBLE
bf8095e2d8c1826f	Arachis hypogaea	tifrunner	8192	307672	True	ELIGIBLE
bf8095e2d8c1826f	Arachis hypogaea	tifrunner	32768	75583	True	ELIGIBLE
bf8095e2d8c1826f	Arachis hypogaea	tifrunner	65536	36909	True	ELIGIBLE
bf8095e2d8c1826f	Arachis hypogaea	tifrunner	131072	17595	True	ELIGIBLE
bf8095e2d8c1826f	Arachis hypogaea	tifrunner	262144	8079	True	ELIGIBLE
c3cea47e840df975	Cicer arietinum	cdcfrontier	1024	434777	True	ELIGIBLE
c3cea47e840df975	Cicer arietinum	cdcfrontier	8192	44591	True	ELIGIBLE
c3cea47e840df975	Cicer arietinum	cdcfrontier	32768	5945	True	ELIGIBLE
c3cea47e840df975	Cicer arietinum	cdcfrontier	65536	1226	True	ELIGIBLE
c3cea47e840df975	Cicer arietinum	cdcfrontier	131072	117	True	ELIGIBLE
c3cea47e840df975	Cicer arietinum	cdcfrontier	262144	3	True	ELIGIBLE
ccbf7ded4553c2ef	Glycine soja	figa1003	1024	939224	True	ELIGIBLE
ccbf7ded4553c2ef	Glycine soja	figa1003	8192	116480	True	ELIGIBLE
ccbf7ded4553c2ef	Glycine soja	figa1003	32768	28327	True	ELIGIBLE
ccbf7ded4553c2ef	Glycine soja	figa1003	65536	13629	True	ELIGIBLE
ccbf7ded4553c2ef	Glycine soja	figa1003	131072	6359	True	ELIGIBLE
ccbf7ded4553c2ef	Glycine soja	figa1003	262144	2828	True	ELIGIBLE
cd49d0d6361370b4	Trifolium pratense	hen17a07	1024	396557	True	ELIGIBLE
cd49d0d6361370b4	Trifolium pratense	hen17a07	8192	49464	True	ELIGIBLE
cd49d0d6361370b4	Trifolium pratense	hen17a07	32768	12282	True	ELIGIBLE
cd49d0d6361370b4	Trifolium pratense	hen17a07	65536	6081	True	ELIGIBLE
cd49d0d6361370b4	Trifolium pratense	hen17a07	131072	2982	True	ELIGIBLE
cd49d0d6361370b4	Trifolium pratense	hen17a07	262144	1431	True	ELIGIBLE
d026195011912245	Phaseolus lunatus	g27455	1024	499824	True	ELIGIBLE
d026195011912245	Phaseolus lunatus	g27455	8192	62379	True	ELIGIBLE
d026195011912245	Phaseolus lunatus	g27455	32768	15513	True	ELIGIBLE
d026195011912245	Phaseolus lunatus	g27455	65536	7700	True	ELIGIBLE
d026195011912245	Phaseolus lunatus	g27455	131072	3797	True	ELIGIBLE
d026195011912245	Phaseolus lunatus	g27455	262144	1846	True	ELIGIBLE
d4ed1350b181bf96	Glycine max	58161	1024	967782	True	ELIGIBLE
d4ed1350b181bf96	Glycine max	58161	8192	120791	True	ELIGIBLE
d4ed1350b181bf96	Glycine max	58161	32768	30024	True	ELIGIBLE
d4ed1350b181bf96	Glycine max	58161	65536	14910	True	ELIGIBLE
d4ed1350b181bf96	Glycine max	58161	131072	7399	True	ELIGIBLE
d4ed1350b181bf96	Glycine max	58161	262144	3659	True	ELIGIBLE
d743659d2310fe55	Glycine max	pi548362	1024	966897	True	ELIGIBLE
d743659d2310fe55	Glycine max	pi548362	8192	120655	True	ELIGIBLE
d743659d2310fe55	Glycine max	pi548362	32768	29970	True	ELIGIBLE
d743659d2310fe55	Glycine max	pi548362	65536	14883	True	ELIGIBLE
d743659d2310fe55	Glycine max	pi548362	131072	7393	True	ELIGIBLE
d743659d2310fe55	Glycine max	pi548362	262144	3651	True	ELIGIBLE
d7abe2eb0f698c46	Glycine max	jd17	1024	969407	True	ELIGIBLE
d7abe2eb0f698c46	Glycine max	jd17	8192	120998	True	ELIGIBLE
d7abe2eb0f698c46	Glycine max	jd17	32768	30094	True	ELIGIBLE
d7abe2eb0f698c46	Glycine max	jd17	65536	14926	True	ELIGIBLE
d7abe2eb0f698c46	Glycine max	jd17	131072	7383	True	ELIGIBLE
d7abe2eb0f698c46	Glycine max	jd17	262144	3646	True	ELIGIBLE
d8e304252bf5b6c7	Glycine max	zh35iga1004	1024	964150	True	ELIGIBLE
d8e304252bf5b6c7	Glycine max	zh35iga1004	8192	119235	True	ELIGIBLE
d8e304252bf5b6c7	Glycine max	zh35iga1004	32768	28667	True	ELIGIBLE
d8e304252bf5b6c7	Glycine max	zh35iga1004	65536	13633	True	ELIGIBLE
d8e304252bf5b6c7	Glycine max	zh35iga1004	131072	6312	True	ELIGIBLE
d8e304252bf5b6c7	Glycine max	zh35iga1004	262144	2777	True	ELIGIBLE
d9e3d4cd719a05e5	Glycine max	hefeng25iga1002	1024	956700	True	ELIGIBLE
d9e3d4cd719a05e5	Glycine max	hefeng25iga1002	8192	118812	True	ELIGIBLE
d9e3d4cd719a05e5	Glycine max	hefeng25iga1002	32768	29055	True	ELIGIBLE
d9e3d4cd719a05e5	Glycine max	hefeng25iga1002	65536	14100	True	ELIGIBLE
d9e3d4cd719a05e5	Glycine max	hefeng25iga1002	131072	6697	True	ELIGIBLE
d9e3d4cd719a05e5	Glycine max	hefeng25iga1002	262144	3094	True	ELIGIBLE
da2190d8185c2216	Glycine max	jindouno23	1024	974552	True	ELIGIBLE
da2190d8185c2216	Glycine max	jindouno23	8192	121655	True	ELIGIBLE
da2190d8185c2216	Glycine max	jindouno23	32768	30266	True	ELIGIBLE
da2190d8185c2216	Glycine max	jindouno23	65536	15043	True	ELIGIBLE
da2190d8185c2216	Glycine max	jindouno23	131072	7476	True	ELIGIBLE
da2190d8185c2216	Glycine max	jindouno23	262144	3707	True	ELIGIBLE
dcc9a52283bb1114	Lablab purpureus	highworth	1024	405829	True	ELIGIBLE
dcc9a52283bb1114	Lablab purpureus	highworth	8192	50515	True	ELIGIBLE
dcc9a52283bb1114	Lablab purpureus	highworth	32768	12449	True	ELIGIBLE
dcc9a52283bb1114	Lablab purpureus	highworth	65536	6136	True	ELIGIBLE
dcc9a52283bb1114	Lablab purpureus	highworth	131072	3001	True	ELIGIBLE
dcc9a52283bb1114	Lablab purpureus	highworth	262144	1449	True	ELIGIBLE
de8d18d2d19698fa	Medicago truncatula	a17hm341	1024	354348	True	ELIGIBLE
de8d18d2d19698fa	Medicago truncatula	a17hm341	8192	42043	True	ELIGIBLE
de8d18d2d19698fa	Medicago truncatula	a17hm341	32768	9216	True	ELIGIBLE
de8d18d2d19698fa	Medicago truncatula	a17hm341	65536	4008	True	ELIGIBLE
de8d18d2d19698fa	Medicago truncatula	a17hm341	131072	1601	True	ELIGIBLE
de8d18d2d19698fa	Medicago truncatula	a17hm341	262144	589	True	ELIGIBLE
e75b0684f432e271	Glycine max	wandouno28	1024	969213	True	ELIGIBLE
e75b0684f432e271	Glycine max	wandouno28	8192	121054	True	ELIGIBLE
e75b0684f432e271	Glycine max	wandouno28	32768	30173	True	ELIGIBLE
e75b0684f432e271	Glycine max	wandouno28	65536	15029	True	ELIGIBLE
e75b0684f432e271	Glycine max	wandouno28	131072	7455	True	ELIGIBLE
e75b0684f432e271	Glycine max	wandouno28	262144	3690	True	ELIGIBLE
e7e022605327ebb2	Glycine max	tiejiasilihuang	1024	968930	True	ELIGIBLE
e7e022605327ebb2	Glycine max	tiejiasilihuang	8192	120903	True	ELIGIBLE
e7e022605327ebb2	Glycine max	tiejiasilihuang	32768	30049	True	ELIGIBLE
e7e022605327ebb2	Glycine max	tiejiasilihuang	65536	14906	True	ELIGIBLE
e7e022605327ebb2	Glycine max	tiejiasilihuang	131072	7399	True	ELIGIBLE
e7e022605327ebb2	Glycine max	tiejiasilihuang	262144	3668	True	ELIGIBLE
ef224fdfcd7f1ba8	Vicia faba	tiffany	1024	10601083	True	ELIGIBLE
ef224fdfcd7f1ba8	Vicia faba	tiffany	8192	1319799	True	ELIGIBLE
ef224fdfcd7f1ba8	Vicia faba	tiffany	32768	325334	True	ELIGIBLE
ef224fdfcd7f1ba8	Vicia faba	tiffany	65536	159579	True	ELIGIBLE
ef224fdfcd7f1ba8	Vicia faba	tiffany	131072	76811	True	ELIGIBLE
ef224fdfcd7f1ba8	Vicia faba	tiffany	262144	35614	True	ELIGIBLE
f0ec01b9e4056bfc	Glycine max	wm82iga1008	1024	956847	True	ELIGIBLE
f0ec01b9e4056bfc	Glycine max	wm82iga1008	8192	118721	True	ELIGIBLE
f0ec01b9e4056bfc	Glycine max	wm82iga1008	32768	28925	True	ELIGIBLE
f0ec01b9e4056bfc	Glycine max	wm82iga1008	65536	13965	True	ELIGIBLE
f0ec01b9e4056bfc	Glycine max	wm82iga1008	131072	6600	True	ELIGIBLE
f0ec01b9e4056bfc	Glycine max	wm82iga1008	262144	2993	True	ELIGIBLE
f1607dc2d3ab2472	Phaseolus vulgaris	g19833	1024	496121	True	ELIGIBLE
f1607dc2d3ab2472	Phaseolus vulgaris	g19833	8192	61765	True	ELIGIBLE
f1607dc2d3ab2472	Phaseolus vulgaris	g19833	32768	15219	True	ELIGIBLE
f1607dc2d3ab2472	Phaseolus vulgaris	g19833	65536	7473	True	ELIGIBLE
f1607dc2d3ab2472	Phaseolus vulgaris	g19833	131072	3610	True	ELIGIBLE
f1607dc2d3ab2472	Phaseolus vulgaris	g19833	262144	1680	True	ELIGIBLE
f23ce0d142345d64	Glycine max	keshanno1	1024	962390	True	ELIGIBLE
f23ce0d142345d64	Glycine max	keshanno1	8192	120190	True	ELIGIBLE
f23ce0d142345d64	Glycine max	keshanno1	32768	29948	True	ELIGIBLE
f23ce0d142345d64	Glycine max	keshanno1	65536	14910	True	ELIGIBLE
f23ce0d142345d64	Glycine max	keshanno1	131072	7414	True	ELIGIBLE
f23ce0d142345d64	Glycine max	keshanno1	262144	3675	True	ELIGIBLE
f5bbd1fd0c7f3dff	Glycine soja	w05	1024	922859	True	ELIGIBLE
f5bbd1fd0c7f3dff	Glycine soja	w05	8192	114998	True	ELIGIBLE
f5bbd1fd0c7f3dff	Glycine soja	w05	32768	28436	True	ELIGIBLE
f5bbd1fd0c7f3dff	Glycine soja	w05	65536	14024	True	ELIGIBLE
f5bbd1fd0c7f3dff	Glycine soja	w05	131072	6807	True	ELIGIBLE
f5bbd1fd0c7f3dff	Glycine soja	w05	262144	3221	True	ELIGIBLE
fd31734f0f163667	Lens ervoides	ig72815	1024	2686279	True	ELIGIBLE
fd31734f0f163667	Lens ervoides	ig72815	8192	335210	True	ELIGIBLE
fd31734f0f163667	Lens ervoides	ig72815	32768	83324	True	ELIGIBLE
fd31734f0f163667	Lens ervoides	ig72815	65536	41349	True	ELIGIBLE
fd31734f0f163667	Lens ervoides	ig72815	131072	20361	True	ELIGIBLE
fd31734f0f163667	Lens ervoides	ig72815	262144	9870	True	ELIGIBLE
